,ttime,pm1,pm2,pm3,am,sm,st,lum,temp,humd,pres
19461,2022-07-19 01:42:01,5.02,6.7,62.86,0.0,7246.0,25.85,5.0,20.54,94.55,92936.92
120,2022-07-19 01:44:00,5.02,6.7,65.65,2.4,7937.0,25.85,1.0,20.54,94.55,92936.92
19462,2022-07-19 01:47:01,5.58,6.7,62.86,0.0,7246.0,25.85,5.0,20.5,94.76,92940.03
121,2022-07-19 01:49:00,5.58,6.7,65.65,0.0,7813.0,25.84,1.0,20.5,94.76,92940.03
19463,2022-07-19 01:52:01,6.14,6.7,62.86,0.0,7246.0,25.84,5.0,20.57,94.83,92929.82
122,2022-07-19 01:54:00,6.14,6.7,65.65,0.0,7813.0,25.83,1.0,20.57,94.83,92929.82
19464,2022-07-19 01:57:01,6.7,6.7,62.86,0.0,7246.0,25.83,5.0,20.55,94.52,92916.67
123,2022-07-19 01:59:00,6.7,6.7,65.65,0.0,7692.0,25.83,1.0,20.55,94.52,92916.67
19465,2022-07-19 02:02:01,0.55,6.7,69.57,0.0,7246.0,25.83,5.0,20.59,94.48,92915.39
124,2022-07-19 02:04:00,0.55,6.7,72.36,3.2,7813.0,25.82,1.0,20.59,94.48,92915.39
19466,2022-07-19 02:07:01,1.11,6.7,69.57,0.0,7246.0,25.82,5.0,20.59,94.69,92903.87
125,2022-07-19 02:09:00,1.11,6.7,72.36,3.2,7813.0,25.81,1.0,20.59,94.69,92903.87
19467,2022-07-19 02:12:01,1.67,6.7,69.57,0.0,7246.0,25.81,3.0,20.56,94.84,92891.25
126,2022-07-19 02:14:00,1.67,6.7,72.36,2.4,7813.0,25.81,1.0,20.56,94.84,92891.25
19468,2022-07-19 02:17:01,2.23,6.7,69.57,0.0,7246.0,25.81,5.0,20.54,94.83,92904.0
127,2022-07-19 02:19:00,2.23,6.7,72.36,3.2,7937.0,25.8,1.0,20.54,94.83,92904.0
19469,2022-07-19 02:22:01,2.79,6.7,69.57,0.0,7246.0,25.8,5.0,20.53,94.98,92893.03
128,2022-07-19 02:24:00,2.79,6.7,72.36,2.4,7937.0,25.8,1.0,20.53,94.98,92893.03
19470,2022-07-19 02:27:01,3.35,6.7,69.57,0.0,7246.0,25.8,5.0,20.51,94.78,92892.86
129,2022-07-19 02:29:01,3.35,6.7,72.36,3.2,7937.0,25.79,1.0,20.51,94.78,92892.86
19471,2022-07-19 02:32:01,3.91,6.7,69.57,0.0,7246.0,25.79,5.0,20.5,95.11,92889.17
130,2022-07-19 02:34:01,3.91,6.7,72.36,2.4,7937.0,25.79,1.0,20.5,95.11,92889.17
19472,2022-07-19 02:37:01,4.47,6.7,69.57,0.0,7246.0,25.79,5.0,20.5,95.26,92891.19
131,2022-07-19 02:39:01,4.47,6.7,72.36,2.4,7937.0,25.78,1.0,20.5,95.26,92891.19
19473,2022-07-19 02:42:01,5.02,6.7,69.57,0.0,7246.0,25.78,5.0,20.5,95.42,92888.64
132,2022-07-19 02:44:01,5.02,6.7,72.36,3.2,7813.0,25.78,1.0,20.5,95.42,92888.64
19474,2022-07-19 02:47:01,5.58,6.7,69.57,0.0,7246.0,25.78,5.0,20.45,95.73,92886.26
133,2022-07-19 02:49:01,5.58,6.7,72.36,4.0,7937.0,25.77,1.0,20.45,95.73,92886.26
19475,2022-07-19 02:52:01,6.14,6.7,69.57,0.0,7246.0,25.77,5.0,20.43,96.09,92889.35
134,2022-07-19 02:54:01,6.14,6.7,72.36,2.4,7937.0,25.76,1.0,20.43,96.09,92889.35
19476,2022-07-19 02:57:01,6.7,6.7,69.57,0.0,7246.0,25.76,5.0,20.38,96.04,92882.03
135,2022-07-19 02:59:01,6.7,6.7,72.36,0.0,7813.0,25.76,1.0,20.38,96.04,92882.03
19477,2022-07-19 03:02:02,0.55,6.7,76.27,0.0,7246.0,25.76,5.0,20.37,95.95,92872.32
136,2022-07-19 03:04:01,0.55,6.7,79.07,0.8,7813.0,25.75,1.0,20.37,95.95,92872.32
19478,2022-07-19 03:07:02,1.11,6.7,76.27,0.0,7353.0,25.75,5.0,20.35,96.12,92859.17
137,2022-07-19 03:09:01,1.11,6.7,79.07,0.0,7937.0,25.74,1.0,20.35,96.12,92859.17
19479,2022-07-19 03:12:02,1.67,6.7,76.27,0.0,7246.0,25.74,5.0,20.42,96.25,92865.01
138,2022-07-19 03:14:01,1.67,6.7,79.07,3.2,7937.0,25.73,1.0,20.42,96.25,92865.01
19480,2022-07-19 03:17:02,2.23,6.7,76.27,0.0,7246.0,25.73,5.0,20.4,96.1,92860.28
139,2022-07-19 03:19:01,2.23,6.7,79.07,0.0,7813.0,25.73,1.0,20.4,96.1,92860.28
19481,2022-07-19 03:22:02,2.79,6.7,76.27,0.0,7246.0,25.73,1.0,20.45,96.07,92862.11
140,2022-07-19 03:24:01,2.79,6.7,79.07,0.0,7937.0,25.73,1.0,20.45,96.07,92862.11
19482,2022-07-19 03:27:02,3.35,6.7,76.27,0.0,7246.0,25.73,1.0,20.47,95.95,92870.53
141,2022-07-19 03:29:01,3.35,6.7,79.07,1.6,7937.0,25.73,1.0,20.47,95.95,92870.53
19483,2022-07-19 03:32:02,3.91,6.7,76.27,0.0,7353.0,25.73,1.0,20.44,95.91,92861.92
142,2022-07-19 03:34:01,3.91,6.7,79.07,0.0,7937.0,25.72,1.0,20.44,95.91,92861.92
19484,2022-07-19 03:37:02,4.47,6.7,76.27,0.0,7246.0,25.72,1.0,20.43,95.87,92867.94
143,2022-07-19 03:39:01,4.47,6.7,79.07,0.8,7813.0,25.71,1.0,20.43,95.87,92867.94
19485,2022-07-19 03:42:02,5.02,6.7,76.27,0.0,7353.0,25.71,1.0,20.42,95.72,92865.95
144,2022-07-19 03:44:01,5.02,6.7,79.07,0.8,7813.0,25.7,1.0,20.42,95.72,92865.95
19486,2022-07-19 03:47:02,5.58,6.7,76.27,0.0,7246.0,25.7,1.0,20.45,95.46,92866.87
145,2022-07-19 03:49:01,5.58,6.7,79.07,0.8,7813.0,25.7,1.0,20.45,95.46,92866.87
19487,2022-07-19 03:52:02,6.14,6.7,76.27,0.0,7246.0,25.7,1.0,20.5,95.59,92863.75
146,2022-07-19 03:54:01,6.14,6.7,79.07,1.6,7813.0,25.69,1.0,20.5,95.59,92863.75
19488,2022-07-19 03:57:02,6.7,6.7,76.27,0.0,7246.0,25.69,1.0,20.47,95.56,92879.49
147,2022-07-19 03:59:02,6.7,6.7,79.07,0.0,7813.0,25.69,1.0,20.47,95.56,92879.49
19489,2022-07-19 04:02:02,0.55,6.7,82.98,0.0,7246.0,25.69,1.0,20.51,95.46,92881.89
148,2022-07-19 04:04:02,0.55,6.7,85.77,2.4,7813.0,25.68,1.0,20.51,95.46,92881.89
19490,2022-07-19 04:07:02,1.11,6.7,82.98,0.0,7246.0,25.68,1.0,20.46,95.3,92880.94
149,2022-07-19 04:09:02,1.11,6.7,85.77,4.0,7937.0,25.67,1.0,20.46,95.3,92880.94
19491,2022-07-19 04:12:03,1.67,6.7,82.98,0.0,7246.0,25.67,1.0,20.45,95.31,92879.3
150,2022-07-19 04:14:02,1.67,6.7,85.77,1.6,7692.0,25.67,1.0,20.45,95.31,92879.3
19492,2022-07-19 04:17:02,2.23,6.7,82.98,0.0,7353.0,25.67,1.0,20.45,95.28,92884.06
151,2022-07-19 04:19:02,2.23,6.7,85.77,0.8,7813.0,25.67,1.0,20.45,95.28,92884.06
19493,2022-07-19 04:22:02,2.79,6.7,82.98,0.0,7246.0,25.67,1.0,20.44,95.1,92878.38
152,2022-07-19 04:24:02,2.79,6.7,85.77,2.4,7813.0,25.66,1.0,20.44,95.1,92878.38
19494,2022-07-19 04:27:02,3.35,6.7,82.98,0.0,7246.0,25.66,1.0,20.45,95.16,92871.61
153,2022-07-19 04:29:02,3.35,6.7,85.77,0.0,7813.0,25.66,1.0,20.45,95.16,92871.61
19495,2022-07-19 04:32:03,3.91,6.7,82.98,0.0,7246.0,25.66,1.0,20.45,95.32,92877.09
154,2022-07-19 04:34:02,3.91,6.7,85.77,4.0,7813.0,25.65,1.0,20.45,95.32,92877.09
19496,2022-07-19 04:37:03,4.47,6.7,82.98,0.0,7246.0,25.65,1.0,20.43,95.38,92875.64
155,2022-07-19 04:39:02,4.47,6.7,85.77,2.4,7813.0,25.64,1.0,20.43,95.38,92875.64
19497,2022-07-19 04:42:03,5.02,6.7,82.98,0.0,7246.0,25.64,1.0,20.29,95.5,92859.88
156,2022-07-19 04:44:02,5.02,6.7,85.77,1.6,7813.0,25.64,1.0,20.29,95.5,92859.88
19498,2022-07-19 04:47:03,5.58,6.7,82.98,0.0,7246.0,25.64,1.0,20.14,96.1,92873.74
157,2022-07-19 04:49:02,5.58,6.7,85.77,2.4,7813.0,25.63,1.0,20.14,96.1,92873.74
19499,2022-07-19 04:52:03,6.14,6.7,82.98,0.0,7246.0,25.63,1.0,20.2,96.33,92872.82
158,2022-07-19 04:54:02,6.14,6.7,85.77,2.4,7813.0,25.62,1.0,20.2,96.33,92872.82
19500,2022-07-19 04:57:03,6.7,6.7,82.98,0.0,7246.0,25.62,1.0,20.25,96.36,92876.68
159,2022-07-19 04:59:02,6.7,6.7,85.77,3.2,7813.0,25.62,1.0,20.25,96.36,92876.68
19501,2022-07-19 05:02:03,0.55,6.7,89.68,0.0,7246.0,25.62,1.0,20.2,96.3,92886.54
160,2022-07-19 05:04:02,0.55,6.7,92.48,1.6,7692.0,25.61,1.0,20.2,96.3,92886.54
19502,2022-07-19 05:07:03,1.11,6.7,89.68,0.0,7246.0,25.61,1.0,20.2,96.31,92891.3
161,2022-07-19 05:09:02,1.11,6.7,92.48,4.0,7692.0,25.61,1.0,20.2,96.31,92891.3
19503,2022-07-19 05:12:03,1.67,6.7,89.68,0.0,7246.0,25.61,1.0,20.15,96.25,92907.36
162,2022-07-19 05:14:02,1.67,6.7,92.48,6.4,7813.0,25.61,1.0,20.15,96.25,92907.36
19504,2022-07-19 05:17:04,2.23,6.7,89.68,0.0,7246.0,25.61,1.0,20.11,96.5,92908.25
163,2022-07-19 05:19:02,2.23,6.7,92.48,0.8,7937.0,25.6,1.0,20.11,96.5,92908.25
19505,2022-07-19 05:22:03,2.79,6.7,89.68,0.0,7246.0,25.6,1.0,20.11,96.61,92906.78
164,2022-07-19 05:24:02,2.79,6.7,92.48,2.4,7813.0,25.6,1.0,20.11,96.61,92906.78
19506,2022-07-19 05:27:03,3.35,6.7,89.68,0.0,7246.0,25.6,1.0,20.06,96.77,92909.88
165,2022-07-19 05:29:02,3.35,6.7,92.48,3.2,7692.0,25.59,1.0,20.06,96.77,92909.88
19507,2022-07-19 05:32:03,3.91,6.7,89.68,0.0,7246.0,25.59,1.0,20.1,96.88,92915.0
166,2022-07-19 05:34:03,3.91,6.7,92.48,2.4,7813.0,25.58,1.0,20.1,96.88,92915.0
19508,2022-07-19 05:37:03,4.47,6.7,89.68,0.0,7246.0,25.58,1.0,20.17,96.69,92921.8
167,2022-07-19 05:39:03,4.47,6.7,92.48,0.0,7813.0,25.58,2.0,20.17,96.69,92921.8
19509,2022-07-19 05:42:03,5.02,6.7,89.68,0.0,7246.0,25.58,1.0,20.2,96.82,92917.99
168,2022-07-19 05:44:03,5.02,6.7,92.48,0.0,7937.0,25.57,3.0,20.2,96.82,92917.99
19510,2022-07-19 05:47:03,5.58,6.7,89.68,0.0,7246.0,25.57,3.0,20.2,96.83,92917.43
169,2022-07-19 05:49:03,5.58,6.7,92.48,0.0,7937.0,25.56,4.0,20.2,96.83,92917.43
19511,2022-07-19 05:52:03,6.14,6.7,89.68,0.0,7246.0,25.56,6.0,20.25,96.72,92921.28
170,2022-07-19 05:54:03,6.14,6.7,92.48,1.6,7813.0,25.56,10.0,20.25,96.72,92921.28
19512,2022-07-19 05:57:03,6.7,6.7,89.68,0.0,7246.0,25.56,13.0,20.31,96.65,92929.37
171,2022-07-19 05:59:03,6.7,6.7,92.48,0.0,7692.0,25.55,22.0,20.31,96.65,92929.37
19513,2022-07-19 06:02:04,0.55,6.7,96.39,0.0,7246.0,25.55,29.0,20.35,96.46,92932.47
172,2022-07-19 06:04:03,0.55,6.7,99.18,2.4,7813.0,25.55,42.0,20.35,96.46,92932.47
19514,2022-07-19 06:07:04,1.11,6.7,96.39,0.0,7246.0,25.55,48.0,20.4,96.36,92937.07
173,2022-07-19 06:09:03,1.11,6.7,99.18,0.0,7813.0,25.55,61.0,20.4,96.36,92937.07
19515,2022-07-19 06:12:04,1.67,6.7,96.39,0.0,7246.0,25.55,87.0,20.44,96.02,92930.5
174,2022-07-19 06:14:03,1.67,6.7,99.18,0.0,7813.0,25.55,120.0,20.44,96.02,92930.5
19516,2022-07-19 06:17:04,2.23,6.7,96.39,0.0,7246.0,25.55,136.0,20.44,96.24,92942.2
175,2022-07-19 06:19:03,2.23,6.7,99.18,0.0,7813.0,25.54,165.0,20.44,96.24,92942.2
19517,2022-07-19 06:22:04,2.79,6.7,96.39,0.0,7353.0,25.54,195.0,20.37,96.48,92941.45
176,2022-07-19 06:24:03,2.79,6.7,99.18,1.6,7937.0,25.53,234.0,20.37,96.48,92941.45
19518,2022-07-19 06:27:04,3.35,6.7,96.39,0.0,7246.0,25.53,361.0,20.37,96.81,92951.87
177,2022-07-19 06:29:03,3.35,6.7,99.18,1.6,7937.0,25.53,353.0,20.37,96.81,92951.87
19519,2022-07-19 06:32:04,3.91,6.7,96.39,0.0,7246.0,25.53,548.0,20.37,96.89,92946.37
178,2022-07-19 06:34:03,3.91,6.7,99.18,1.6,7937.0,25.52,652.0,20.37,96.89,92946.37
19520,2022-07-19 06:37:04,4.47,6.7,96.39,0.0,7246.0,25.52,1013.0,20.45,96.98,92943.69
179,2022-07-19 06:39:03,4.47,6.7,99.18,1.6,7813.0,25.52,1098.0,20.45,96.98,92943.69
19521,2022-07-19 06:42:04,5.02,6.7,96.39,0.0,7246.0,25.52,939.0,20.53,96.78,92958.7
180,2022-07-19 06:44:03,5.02,6.7,99.18,0.8,7813.0,25.51,1037.0,20.53,96.78,92958.7
19522,2022-07-19 06:47:04,5.58,6.7,96.39,0.0,7246.0,25.51,1165.0,20.59,96.68,92955.81
181,2022-07-19 06:49:03,5.58,6.7,99.18,0.8,7813.0,25.5,1334.0,20.59,96.68,92955.81
19523,2022-07-19 06:52:04,6.14,6.7,96.39,0.0,7246.0,25.5,1712.0,20.65,96.48,92967.56
182,2022-07-19 06:54:03,6.14,6.7,99.18,2.4,7813.0,25.5,2189.0,20.65,96.48,92967.56
183,2022-07-19 06:59:03,6.7,6.7,99.18,0.0,7813.0,25.49,1251.0,20.65,96.48,92967.56
19524,2022-07-19 07:02:12,0.55,6.7,103.09,0.0,7246.0,25.49,1452.0,20.86,95.72,92976.93
184,2022-07-19 07:04:04,0.55,6.7,105.89,1.6,7813.0,25.49,1799.0,20.86,95.72,92976.93
19525,2022-07-19 07:08:04,1.11,6.7,103.09,0.0,7246.0,25.49,2578.0,20.85,95.67,92980.97
185,2022-07-19 07:09:04,1.11,6.7,105.89,0.0,7692.0,25.49,2905.0,20.85,95.67,92980.97
19526,2022-07-19 07:13:04,1.67,6.7,103.09,0.0,7246.0,25.49,3333.0,20.87,95.76,92981.15
186,2022-07-19 07:14:04,1.67,6.7,105.89,0.8,7813.0,25.49,4051.0,20.87,95.76,92981.15
19527,2022-07-19 07:18:04,2.23,6.7,103.09,0.0,7246.0,25.49,3006.0,21.02,95.66,92992.88
187,2022-07-19 07:19:04,2.23,6.7,105.89,2.4,7937.0,25.48,3229.0,21.02,95.66,92992.88
19528,2022-07-19 07:23:04,2.79,6.7,103.09,0.0,7246.0,25.48,4200.0,21.19,94.75,92992.92
188,2022-07-19 07:24:04,2.79,6.7,105.89,1.6,7692.0,25.47,5552.0,21.19,94.75,92992.92
19529,2022-07-19 07:28:04,3.35,6.7,103.09,0.0,7353.0,25.47,4865.0,21.37,93.86,93000.27
189,2022-07-19 07:29:04,3.35,6.7,105.89,2.4,7692.0,25.47,6113.0,21.37,93.86,93000.27
19530,2022-07-19 07:33:05,3.91,6.7,103.09,0.0,7246.0,25.47,5218.0,21.48,93.32,93005.99
190,2022-07-19 07:34:04,3.91,6.7,105.89,0.0,7813.0,25.46,6235.0,21.48,93.32,93005.99
19531,2022-07-19 07:38:05,4.47,6.7,103.09,0.0,7246.0,25.46,6311.0,21.69,93.48,93007.82
191,2022-07-19 07:39:04,4.47,6.7,105.89,2.4,7813.0,25.46,10365.0,21.69,93.48,93007.82
19532,2022-07-19 07:43:05,5.02,6.7,103.09,0.0,7246.0,25.46,6824.0,21.92,91.68,93001.76
192,2022-07-19 07:44:04,5.02,6.7,105.89,1.6,7937.0,25.45,12321.0,21.92,91.68,93001.76
19533,2022-07-19 07:48:05,5.58,6.7,103.09,0.0,7246.0,25.45,6213.0,21.97,91.37,93005.61
193,2022-07-19 07:49:04,5.58,6.7,105.89,5.6,7692.0,25.45,12297.0,21.97,91.37,93005.61
19534,2022-07-19 07:53:05,6.14,6.7,103.09,0.0,7246.0,25.45,5163.0,22.01,91.6,93002.47
194,2022-07-19 07:54:04,6.14,6.7,105.89,4.8,7813.0,25.44,14259.0,22.01,91.6,93002.47
19535,2022-07-19 07:58:05,6.7,6.7,103.09,0.0,7246.0,25.44,4764.0,21.87,91.42,93017.71
195,2022-07-19 07:59:04,6.7,6.7,105.89,3.2,7692.0,25.44,13371.0,21.87,91.42,93017.71
19536,2022-07-19 08:03:05,0.55,6.7,109.8,0.0,7246.0,25.44,5434.0,21.93,91.64,93005.78
196,2022-07-19 08:04:04,0.55,6.7,112.59,2.4,7692.0,25.43,16946.0,21.93,91.64,93005.78
19537,2022-07-19 08:08:05,1.11,6.7,109.8,0.0,7246.0,25.43,6793.0,22.44,89.99,93014.52
197,2022-07-19 08:09:04,1.11,6.7,112.59,4.0,7813.0,25.43,384.0,22.44,89.99,93014.52
19538,2022-07-19 08:13:05,1.67,6.7,109.8,0.0,7246.0,25.43,10721.0,23.3,86.72,93023.34
198,2022-07-19 08:14:04,1.67,6.7,112.59,5.6,7813.0,25.43,2873.0,23.3,86.72,93023.34
19539,2022-07-19 08:18:05,2.23,6.7,109.8,0.0,7246.0,25.43,7057.0,23.22,85.65,93025.22
199,2022-07-19 08:19:04,2.23,6.7,112.59,0.8,7813.0,25.42,14479.0,23.22,85.65,93025.22
19540,2022-07-19 08:23:05,2.79,6.7,109.8,0.0,7246.0,25.42,9264.0,23.11,86.95,93037.4
200,2022-07-19 08:24:04,2.79,6.7,112.59,3.2,7692.0,25.42,2634.0,23.11,86.95,93037.4
19541,2022-07-19 08:28:05,3.35,6.7,109.8,0.0,7246.0,25.42,11561.0,24.28,82.92,93045.03
201,2022-07-19 08:29:04,3.35,6.7,112.59,5.6,7692.0,25.42,384.0,24.28,82.92,93045.03
19542,2022-07-19 08:33:05,3.91,6.7,109.8,0.0,7246.0,25.42,8025.0,24.2,82.28,93044.39
202,2022-07-19 08:34:05,3.91,6.7,112.59,0.8,7692.0,25.42,384.0,24.2,82.28,93044.39
19543,2022-07-19 08:38:05,4.47,6.7,109.8,0.0,7246.0,25.42,9736.0,24.52,82.51,93057.36
203,2022-07-19 08:39:05,4.47,6.7,112.59,3.2,7692.0,25.42,384.0,24.52,82.51,93057.36
19544,2022-07-19 08:43:05,5.02,6.7,109.8,0.0,7246.0,25.42,10131.0,24.86,80.16,93058.63
204,2022-07-19 08:44:05,5.02,6.7,112.59,0.0,7813.0,25.42,384.0,24.86,80.16,93058.63
19545,2022-07-19 08:48:05,5.58,6.7,109.8,0.0,7246.0,25.42,11597.0,24.96,80.58,93065.7
205,2022-07-19 08:49:05,5.58,6.7,112.59,4.0,7692.0,25.42,1218.0,24.96,80.58,93065.7
19546,2022-07-19 08:53:05,6.14,6.7,109.8,0.0,7246.0,25.42,10705.0,24.85,80.32,93075.79
206,2022-07-19 08:54:05,6.14,6.7,112.59,3.2,7813.0,25.41,15609.0,24.85,80.32,93075.79
19547,2022-07-19 08:58:06,6.7,6.7,109.8,0.0,7246.0,25.41,7959.0,24.46,81.99,93079.11
207,2022-07-19 08:59:05,6.7,6.7,112.59,5.6,7813.0,25.4,10454.0,24.46,81.99,93079.11
19548,2022-07-19 09:03:06,0.55,6.7,116.5,0.0,7246.0,25.4,8282.0,23.47,85.37,93081.84
208,2022-07-19 09:04:05,0.55,6.7,119.3,1.6,7813.0,25.39,10539.0,23.47,85.37,93081.84
19549,2022-07-19 09:08:06,1.11,6.7,116.5,0.0,7246.0,25.39,6762.0,23.14,88.12,93094.32
209,2022-07-19 09:09:05,1.11,6.7,119.3,3.2,7692.0,25.39,5992.0,23.14,88.12,93094.32
19550,2022-07-19 09:13:06,1.67,6.7,116.5,0.0,7246.0,25.39,14585.0,22.86,91.39,93089.64
210,2022-07-19 09:14:05,1.67,6.7,119.3,1.6,7813.0,25.38,12537.0,22.86,91.39,93089.64
19551,2022-07-19 09:18:06,2.23,6.7,116.5,0.0,7246.0,25.38,10638.0,23.22,87.9,93092.82
211,2022-07-19 09:19:05,2.23,6.7,119.3,0.8,7813.0,25.38,12881.0,23.22,87.9,93092.82
19552,2022-07-19 09:23:06,2.79,6.7,116.5,0.0,7246.0,25.38,13612.0,23.23,88.51,93105.31
212,2022-07-19 09:24:05,2.79,6.7,119.3,1.6,7692.0,25.37,15113.0,23.23,88.51,93105.31
19553,2022-07-19 09:28:06,3.35,6.7,116.5,0.0,7246.0,25.37,11012.0,23.46,87.1,93112.74
213,2022-07-19 09:29:05,3.35,6.7,119.3,3.2,7692.0,25.37,14803.0,23.46,87.1,93112.74
19554,2022-07-19 09:33:06,3.91,6.7,116.5,0.0,7246.0,25.37,14083.0,23.65,86.05,93105.44
214,2022-07-19 09:34:05,3.91,6.7,119.3,1.6,7692.0,25.37,15999.0,23.65,86.05,93105.44
19555,2022-07-19 09:38:06,4.47,6.7,116.5,0.0,7246.0,25.37,13036.0,23.77,85.66,93116.06
215,2022-07-19 09:39:05,4.47,6.7,119.3,1.6,7692.0,25.36,15152.0,23.77,85.66,93116.06
19556,2022-07-19 09:43:06,5.02,6.7,116.5,0.0,7353.0,25.36,11430.0,23.86,85.03,93125.75
216,2022-07-19 09:44:05,5.02,6.7,119.3,4.0,7692.0,25.36,13675.0,23.86,85.03,93125.75
19557,2022-07-19 09:48:06,5.58,6.7,116.5,0.0,7246.0,25.36,10777.0,23.79,85.66,93120.47
217,2022-07-19 09:49:05,5.58,6.7,119.3,3.2,7813.0,25.36,13369.0,23.79,85.66,93120.47
19558,2022-07-19 09:53:06,6.14,6.7,116.5,0.0,7246.0,25.36,8186.0,23.57,85.24,93117.82
218,2022-07-19 09:54:05,6.14,6.7,119.3,3.2,7692.0,25.36,10203.0,23.57,85.24,93117.82
19559,2022-07-19 09:58:06,6.7,6.7,116.5,0.0,7246.0,25.36,11818.0,23.45,85.77,93116.76
219,2022-07-19 09:59:05,6.7,6.7,119.3,2.4,7813.0,25.36,14422.0,23.45,85.77,93116.76
19560,2022-07-19 10:03:06,0.55,6.7,123.21,0.0,7246.0,25.36,7960.0,23.87,85.63,93117.65
220,2022-07-19 10:04:05,0.55,6.7,126.0,2.4,7692.0,25.36,3940.0,23.87,85.63,93117.65
19561,2022-07-19 10:08:07,1.11,6.7,123.21,0.0,7246.0,25.36,8335.0,24.69,83.1,93120.13
221,2022-07-19 10:09:09,1.11,6.7,126.0,3.2,7692.0,25.36,2236.0,24.69,83.1,93120.13
19562,2022-07-19 10:13:06,1.67,6.7,123.21,0.0,7246.0,25.36,15116.0,25.31,79.74,93114.1
222,2022-07-19 10:14:06,1.67,6.7,126.0,3.2,7692.0,25.36,13901.0,25.31,79.74,93114.1
19563,2022-07-19 10:18:07,2.23,6.7,123.21,0.0,7246.0,25.36,7542.0,24.95,81.02,93120.79
223,2022-07-19 10:19:06,2.23,6.7,126.0,4.0,7813.0,25.36,14311.0,24.95,81.02,93120.79
19564,2022-07-19 10:23:06,2.79,6.7,123.21,0.0,7246.0,25.36,8225.0,24.26,83.28,93120.69
224,2022-07-19 10:24:06,2.79,6.7,126.0,4.0,7813.0,25.36,12642.0,24.26,83.28,93120.69
19565,2022-07-19 10:28:06,3.35,6.7,123.21,0.0,7246.0,25.36,6112.0,23.71,84.43,93123.81
225,2022-07-19 10:29:06,3.35,6.7,126.0,2.4,7813.0,25.36,7908.0,23.71,84.43,93123.81
19566,2022-07-19 10:33:07,3.91,6.7,123.21,0.0,7246.0,25.36,11908.0,23.31,87.8,93117.04
226,2022-07-19 10:34:06,3.91,6.7,126.0,2.4,7813.0,25.35,9564.0,23.31,87.8,93117.04
19567,2022-07-19 10:38:07,4.47,6.7,123.21,0.0,7246.0,25.35,7435.0,23.52,86.62,93127.01
227,2022-07-19 10:39:06,4.47,6.7,126.0,3.2,7692.0,25.35,10918.0,23.52,86.62,93127.01
19568,2022-07-19 10:43:07,5.02,6.7,123.21,0.0,7246.0,25.35,15117.0,23.54,85.82,93127.19
228,2022-07-19 10:44:06,5.02,6.7,126.0,1.6,7813.0,25.35,7281.0,23.54,85.82,93127.19
19569,2022-07-19 10:48:07,5.58,6.7,123.21,0.0,7246.0,25.35,11250.0,24.45,84.07,93133.4
229,2022-07-19 10:49:06,5.58,6.7,126.0,0.8,7813.0,25.36,384.0,24.45,84.07,93133.4
19570,2022-07-19 10:53:07,6.14,6.7,123.21,0.0,7353.0,25.36,12019.0,26.37,75.5,93118.69
230,2022-07-19 10:54:06,6.14,6.7,126.0,4.0,7813.0,25.36,384.0,26.37,75.5,93118.69
19571,2022-07-19 10:58:07,6.7,6.7,123.21,0.0,7353.0,25.36,14412.0,27.19,71.77,93118.41
231,2022-07-19 10:59:07,6.7,6.7,126.0,4.0,7813.0,25.36,580.0,27.19,71.77,93118.41
19572,2022-07-19 11:03:07,0.55,6.7,129.92,0.0,7353.0,25.36,5418.0,27.31,69.17,93107.45
232,2022-07-19 11:04:07,0.55,6.7,132.71,2.4,7692.0,25.36,2080.0,27.31,69.17,93107.45
19573,2022-07-19 11:08:07,1.11,6.7,129.92,0.0,7463.0,25.36,14626.0,27.0,70.22,93104.51
233,2022-07-19 11:09:06,1.11,6.7,132.71,0.8,7692.0,25.36,7046.0,27.0,70.22,93104.51
19574,2022-07-19 11:13:07,1.67,6.7,129.92,0.0,7246.0,25.36,13825.0,26.18,74.31,93106.85
234,2022-07-19 11:14:06,1.67,6.7,132.71,0.0,7692.0,25.36,12379.0,26.18,74.31,93106.85
19575,2022-07-19 11:18:08,2.23,6.7,129.92,0.0,7463.0,25.36,2905.0,26.21,74.7,93105.69
235,2022-07-19 11:19:06,2.23,6.7,132.71,4.0,7692.0,25.37,1082.0,26.21,74.7,93105.69
19576,2022-07-19 11:23:07,2.79,6.7,129.92,0.0,7353.0,25.37,10910.0,27.06,72.19,93098.69
236,2022-07-19 11:24:06,2.79,6.7,132.71,7.2,7576.0,25.37,384.0,27.06,72.19,93098.69
19577,2022-07-19 11:28:07,3.35,6.7,129.92,0.0,7463.0,25.37,2952.0,28.2,68.74,93094.8
237,2022-07-19 11:29:06,3.35,6.7,132.71,2.4,7692.0,25.38,384.0,28.2,68.74,93094.8
19578,2022-07-19 11:33:08,3.91,6.7,129.92,0.0,7353.0,25.38,6811.0,28.52,66.75,93092.76
238,2022-07-19 11:34:07,3.91,6.7,132.71,1.6,7692.0,25.38,3420.0,28.52,66.75,93092.76
19579,2022-07-19 11:38:07,4.47,6.7,129.92,0.0,7353.0,25.38,8488.0,27.36,66.93,93102.17
239,2022-07-19 11:39:07,4.47,6.7,132.71,8.8,7576.0,25.38,13287.0,27.36,66.93,93102.17
19580,2022-07-19 11:43:07,5.02,6.7,129.92,0.0,7463.0,25.38,11589.0,26.34,72.23,93094.06
